key_word,job_id,job_title,country,job_link,company,company_region,company_industry,company_size,experence_requirement,working_location,description,postedByHR
data scientist,6484760,Senior Data Scientist,SG,https://www.jobstreet.com.sg/en/job/senior-data-scientist-6484760?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6481290,Senior Data Scientist,SG,https://www.jobstreet.com.sg/en/job/senior-data-scientist-6481290?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6481263,(Analysis) Data Scientist - (Listed IT MNC / $6K to $8.5K + GD BONUS / 5 Days / West),SG,https://www.jobstreet.com.sg/en/job/analysis-data-scientist-listed-it-mnc6k-to-85k-gd-bonus5-days-west-6481263?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6480899,Data Scientist,SG,https://www.jobstreet.com.sg/en/job/data-scientist-6480899?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6479253,"AVP / VP, Data Scientist",SG,https://www.jobstreet.com.sg/en/job/avpvp-data-scientist-6479253?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6478033,Lead Data Scientist,SG,https://www.jobstreet.com.sg/en/job/lead-data-scientist-6478033?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6473904,Data Scientist (Deep Learning) - (IT MNC / $5K to $7.5K + GD BONUS / 5 Days / West),SG,https://www.jobstreet.com.sg/en/job/data-scientist-deep-learning-it-mnc-5k-to-75k-gd-bonus5-days-west-6473904?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6472545,Data Scientist (FinTech) - Permanent & Start-Up,SG,https://www.jobstreet.com.sg/en/job/data-scientist-fintech-permanent-start-up-6472545?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6472065,Data Scientist,SG,https://www.jobstreet.com.sg/en/job/data-scientist-6472065?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6466602,DATA SCIENTIST – exp in commercial data analytics in manufacturing background,SG,https://www.jobstreet.com.sg/en/job/data-scientist-exp-in-commercial-data-analytics-in-manufacturing-background-6466602?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6465867,Data Scientist (Manufacturing Environment),SG,https://www.jobstreet.com.sg/en/job/data-scientist-manufacturing-environment-6465867?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6465742,Data Scientist (Deep Learning) - (IT MNC / $4K to $6.5K + GD BONUS / 5 Days / West),SG,https://www.jobstreet.com.sg/en/job/data-scientist-deep-learning-it-mnc-4k-to-65k-gd-bonus5-days-west-6465742?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6461409,Bioinformatics Data Scientist,SG,https://www.jobstreet.com.sg/en/job/bioinformatics-data-scientist-6461409?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6461319,Data Scientist / Data Analyst / Data Lead,SG,https://www.jobstreet.com.sg/en/job/data-scientist-data-analyst-data-lead-6461319?fr=21&src=16&srcr=12,,,,,,,,False
data scientist,6460514,Data Scientist (Deep Learning) - (IT MNC / $4K to $6.5K + GD BONUS / 5 Days / West),SG,https://www.jobstreet.com.sg/en/job/data-scientist-deep-learning-it-mnc-4k-to-65k-gd-bonus5-days-west-6460514?fr=21&src=16&srcr=12,,,,,,,,False
